Streaming output truncated to the last 5000 lines.
>53584, d1[0.370] d2[0.323] g[4.752]
>53585, d1[0.314] d2[0.332] g[4.169]
>53586, d1[0.303] d2[0.349] g[4.114]
>53587, d1[0.178] d2[0.311] g[5.009]
>53588, d1[0.277] d2[0.337] g[4.576]
>53589, d1[0.241] d2[0.319] g[4.087]
>53590, d1[0.313] d2[0.359] g[4.082]
>53591, d1[0.241] d2[0.305] g[4.801]
>53592, d1[0.193] d2[0.486] g[4.214]
>53593, d1[0.470] d2[0.281] g[2.614]
>53594, d1[0.308] d2[0.313] g[4.791]
>53595, d1[0.322] d2[0.456] g[4.016]
>53596, d1[0.292] d2[0.289] g[4.669]
>53597, d1[0.196] d2[0.280] g[5.458]
>53598, d1[0.217] d2[0.229] g[5.219]
>53599, d1[0.306] d2[0.489] g[4.650]
>53600, d1[0.468] d2[0.237] g[3.470]
>53601, d1[0.174] d2[0.275] g[4.115]
>53602, d1[0.283] d2[0.264] g[4.530]
>53603, d1[0.221] d2[0.592] g[4.798]
>53604, d1[0.273] d2[0.500] g[3.904]
>53605, d1[0.315] d2[0.365] g[4.326]
>53606, d1[0.509] d2[0.237] g[3.072]
>53607, d1[0.452] d2[0.272] g[2.730]
>53608, d1[0.322] d2[0.464] g[3.170]
>53609, d1[0.224] d2[0.359] g[3.870]
>53610, d1[0.268] d2[0.365] g[5.335]
>53611, d1[0.269] d2[0.442] g[4.229]
>53612, d1[0.523] d2[0.236] g[3.877]
>53613, d1[0.406] d2[0.279] g[5.109]
>53614, d1[0.353] d2[0.352] g[4.367]
>53615, d1[0.223] d2[0.363] g[4.850]
>53616, d1[0.395] d2[0.360] g[1.853]
>53617, d1[0.435] d2[0.258] g[4.497]
>53618, d1[0.442] d2[0.298] g[2.581]
>53619, d1[0.314] d2[0.430] g[4.995]
>53620, d1[0.223] d2[0.282] g[4.260]
>53621, d1[0.198] d2[0.303] g[5.211]
>53622, d1[0.281] d2[0.475] g[4.460]
>53623, d1[0.307] d2[0.386] g[4.950]
>53624, d1[0.467] d2[0.343] g[2.690]
>53625, d1[0.434] d2[0.266] g[4.287]
>53626, d1[0.349] d2[0.275] g[4.859]
>53627, d1[0.378] d2[0.381] g[3.261]
>53628, d1[0.351] d2[0.320] g[4.772]
>53629, d1[0.343] d2[0.414] g[4.380]
>53630, d1[0.318] d2[0.416] g[4.657]
>53631, d1[0.348] d2[0.389] g[4.100]
>53632, d1[0.254] d2[0.382] g[4.424]
>53633, d1[0.321] d2[0.326] g[4.253]
>53634, d1[0.427] d2[0.274] g[3.800]
>53635, d1[0.365] d2[0.293] g[3.801]
>53636, d1[0.294] d2[0.307] g[5.763]
>53637, d1[0.395] d2[0.306] g[2.831]
>53638, d1[0.249] d2[0.467] g[4.352]
>53639, d1[0.357] d2[0.305] g[3.291]
>53640, d1[0.173] d2[0.320] g[4.756]
>53641, d1[0.315] d2[0.255] g[3.983]
>53642, d1[0.245] d2[0.317] g[5.173]
>53643, d1[0.184] d2[0.257] g[5.662]
>53644, d1[0.273] d2[0.378] g[5.621]
>53645, d1[0.575] d2[0.231] g[2.313]
>53646, d1[0.428] d2[0.298] g[3.466]
>53647, d1[0.366] d2[0.322] g[4.440]
>53648, d1[0.378] d2[0.298] g[4.351]
>53649, d1[0.227] d2[0.382] g[4.529]
>53650, d1[0.217] d2[0.317] g[4.520]
>53651, d1[0.271] d2[0.243] g[4.644]
>53652, d1[0.366] d2[0.490] g[1.486]
>53653, d1[0.244] d2[0.538] g[4.329]
>53654, d1[0.281] d2[0.318] g[5.178]
>53655, d1[0.217] d2[0.281] g[4.444]
>53656, d1[0.442] d2[0.287] g[2.719]
>53657, d1[0.297] d2[0.330] g[4.487]
>53658, d1[0.212] d2[0.284] g[4.521]
>53659, d1[0.428] d2[0.320] g[2.159]
>53660, d1[0.285] d2[0.337] g[4.546]
>53661, d1[0.293] d2[0.394] g[6.463]
>53662, d1[0.206] d2[0.254] g[5.254]
>53663, d1[0.381] d2[0.270] g[4.941]
>53664, d1[0.489] d2[0.269] g[3.585]
>53665, d1[0.455] d2[0.296] g[2.759]
>53666, d1[0.357] d2[0.398] g[1.520]
>53667, d1[0.333] d2[0.349] g[3.745]
>53668, d1[0.191] d2[0.347] g[4.867]
>53669, d1[0.402] d2[0.303] g[4.099]
>53670, d1[0.274] d2[0.430] g[4.029]
>53671, d1[0.211] d2[0.270] g[4.450]
>53672, d1[0.337] d2[0.291] g[3.336]
>53673, d1[0.277] d2[0.330] g[4.856]
>53674, d1[0.474] d2[0.261] g[2.609]
>53675, d1[0.405] d2[0.341] g[1.866]
>53676, d1[0.441] d2[0.299] g[2.727]
>53677, d1[0.275] d2[0.499] g[3.962]
>53678, d1[0.258] d2[0.413] g[4.160]
>53679, d1[0.266] d2[0.287] g[4.758]
>53680, d1[0.341] d2[0.361] g[2.675]
>53681, d1[0.215] d2[0.325] g[5.118]
>53682, d1[0.361] d2[0.255] g[4.812]
>53683, d1[0.180] d2[0.288] g[4.590]
>53684, d1[0.344] d2[0.422] g[4.104]
>53685, d1[0.242] d2[0.239] g[3.714]
>53686, d1[0.177] d2[0.266] g[5.589]
>53687, d1[0.407] d2[0.281] g[3.774]
>53688, d1[0.150] d2[0.242] g[5.177]
>53689, d1[0.386] d2[0.368] g[3.991]
>53690, d1[0.311] d2[0.395] g[4.536]
>53691, d1[0.177] d2[0.282] g[5.400]
>53692, d1[0.465] d2[0.263] g[4.000]
>53693, d1[0.366] d2[0.344] g[4.297]
>53694, d1[0.561] d2[0.237] g[2.981]
>53695, d1[0.434] d2[0.272] g[2.636]
>53696, d1[0.292] d2[0.382] g[4.448]
>53697, d1[0.213] d2[0.463] g[4.487]
>53698, d1[0.306] d2[0.305] g[4.821]
>53699, d1[0.170] d2[0.215] g[5.494]
>53700, d1[0.447] d2[0.290] g[2.101]
>53701, d1[0.260] d2[0.474] g[5.010]
>53702, d1[0.287] d2[0.443] g[4.395]
>53703, d1[0.405] d2[0.290] g[4.047]
>53704, d1[0.410] d2[0.281] g[4.837]
>53705, d1[0.350] d2[0.278] g[4.302]
>53706, d1[0.344] d2[0.466] g[4.282]
>53707, d1[0.311] d2[0.367] g[4.360]
>53708, d1[0.353] d2[0.280] g[3.822]
>53709, d1[0.471] d2[0.315] g[3.457]
>53710, d1[0.251] d2[0.354] g[4.874]
>53711, d1[0.468] d2[0.266] g[3.351]
>53712, d1[0.324] d2[0.294] g[3.728]
>53713, d1[0.345] d2[0.401] g[1.409]
>53714, d1[0.344] d2[0.404] g[3.699]
>53715, d1[0.469] d2[0.290] g[2.726]
>53716, d1[0.198] d2[0.462] g[4.061]
>53717, d1[0.248] d2[0.316] g[4.743]
>53718, d1[0.364] d2[0.329] g[3.596]
>53719, d1[0.361] d2[0.288] g[4.904]
>53720, d1[0.205] d2[0.374] g[4.910]
>53721, d1[0.279] d2[0.325] g[4.945]
>53722, d1[0.203] d2[0.347] g[6.469]
>53723, d1[0.375] d2[0.348] g[3.670]
>53724, d1[0.367] d2[0.301] g[4.467]
>53725, d1[0.307] d2[0.321] g[4.735]
>53726, d1[0.278] d2[0.358] g[4.032]
>53727, d1[0.381] d2[0.342] g[2.313]
>53728, d1[0.350] d2[0.361] g[3.336]
>53729, d1[0.329] d2[0.332] g[4.180]
>53730, d1[0.208] d2[0.494] g[4.894]
>53731, d1[0.522] d2[0.248] g[3.263]
>53732, d1[0.455] d2[0.275] g[3.142]
>53733, d1[0.331] d2[0.329] g[4.521]
>53734, d1[0.330] d2[0.396] g[3.739]
>53735, d1[0.302] d2[0.285] g[5.249]
>53736, d1[0.346] d2[0.391] g[2.301]
>53737, d1[0.398] d2[0.370] g[1.742]
>53738, d1[0.139] d2[0.238] g[5.229]
>53739, d1[0.265] d2[0.296] g[5.263]
>53740, d1[0.226] d2[0.537] g[3.115]
>53741, d1[0.412] d2[0.273] g[4.175]
>53742, d1[0.263] d2[0.379] g[4.207]
>53743, d1[0.257] d2[0.377] g[4.956]
>53744, d1[0.221] d2[0.266] g[4.305]
>53745, d1[0.351] d2[0.364] g[3.187]
>53746, d1[0.355] d2[0.345] g[4.216]
>53747, d1[0.237] d2[0.302] g[4.636]
>53748, d1[0.461] d2[0.260] g[3.558]
>53749, d1[0.333] d2[0.329] g[7.544]
>53750, d1[0.440] d2[0.329] g[1.579]
>53751, d1[0.220] d2[0.389] g[4.312]
>53752, d1[0.379] d2[0.335] g[3.601]
>53753, d1[0.381] d2[0.322] g[2.655]
>53754, d1[0.334] d2[0.258] g[3.743]
>53755, d1[0.384] d2[0.402] g[4.371]
>53756, d1[0.187] d2[0.278] g[5.014]
>53757, d1[0.216] d2[0.236] g[4.496]
>53758, d1[0.390] d2[0.305] g[3.888]
>53759, d1[0.209] d2[0.483] g[4.102]
>53760, d1[0.221] d2[0.234] g[5.402]
>53761, d1[0.243] d2[0.368] g[4.597]
>53762, d1[0.233] d2[0.244] g[4.767]
>53763, d1[0.227] d2[0.217] g[4.205]
>53764, d1[0.226] d2[0.518] g[4.187]
>53765, d1[0.274] d2[0.540] g[3.826]
>53766, d1[0.190] d2[0.257] g[5.693]
>53767, d1[0.411] d2[0.353] g[1.868]
>53768, d1[0.527] d2[0.303] g[3.204]
>53769, d1[0.515] d2[0.255] g[2.891]
>53770, d1[0.221] d2[0.264] g[5.830]
>53771, d1[0.407] d2[0.266] g[4.578]
>53772, d1[0.513] d2[0.249] g[3.895]
>53773, d1[0.181] d2[0.385] g[5.006]
>53774, d1[0.411] d2[0.297] g[4.305]
>53775, d1[0.321] d2[0.340] g[4.665]
>53776, d1[0.399] d2[0.270] g[4.184]
>53777, d1[0.409] d2[0.287] g[3.783]
>53778, d1[0.343] d2[0.336] g[3.752]
>53779, d1[0.145] d2[0.341] g[5.059]
>53780, d1[0.458] d2[0.255] g[4.307]
>53781, d1[0.190] d2[0.390] g[7.464]
>53782, d1[0.384] d2[0.291] g[5.190]
>53783, d1[0.311] d2[0.337] g[4.651]
>53784, d1[0.336] d2[0.388] g[4.432]
>53785, d1[0.343] d2[0.371] g[2.471]
>53786, d1[0.336] d2[0.323] g[3.920]
>53787, d1[0.331] d2[0.375] g[3.579]
>53788, d1[0.392] d2[0.306] g[4.121]
>53789, d1[0.162] d2[0.322] g[4.242]
>53790, d1[0.327] d2[0.452] g[3.727]
>53791, d1[0.236] d2[0.285] g[5.104]
>53792, d1[0.248] d2[0.273] g[4.848]
>53793, d1[0.187] d2[0.316] g[4.981]
>53794, d1[0.450] d2[0.291] g[2.259]
>53795, d1[0.415] d2[0.337] g[4.574]
>53796, d1[0.260] d2[0.420] g[4.484]
>53797, d1[0.520] d2[0.255] g[2.451]
>53798, d1[0.461] d2[0.260] g[3.685]
>53799, d1[0.423] d2[0.320] g[1.911]
>53800, d1[0.440] d2[0.325] g[3.476]
>53801, d1[0.310] d2[0.375] g[2.847]
>53802, d1[0.256] d2[0.484] g[2.069]
>53803, d1[0.289] d2[0.295] g[3.875]
>53804, d1[0.261] d2[0.280] g[5.083]
>53805, d1[0.347] d2[0.364] g[4.213]
>53806, d1[0.269] d2[0.419] g[4.714]
>53807, d1[0.388] d2[0.289] g[4.914]
>53808, d1[0.384] d2[0.279] g[3.441]
>53809, d1[0.169] d2[0.259] g[6.989]
>53810, d1[0.226] d2[0.350] g[4.208]
>53811, d1[0.241] d2[0.306] g[4.148]
>53812, d1[0.200] d2[0.311] g[4.664]
>53813, d1[0.194] d2[0.270] g[5.619]
>53814, d1[0.426] d2[0.363] g[2.240]
>53815, d1[0.410] d2[0.281] g[4.936]
>53816, d1[0.225] d2[0.403] g[4.439]
>53817, d1[0.418] d2[0.319] g[3.766]
>53818, d1[0.258] d2[0.339] g[4.718]
>53819, d1[0.183] d2[0.295] g[4.956]
>53820, d1[0.220] d2[0.278] g[4.855]
>53821, d1[0.410] d2[0.366] g[1.495]
>53822, d1[0.312] d2[0.396] g[4.572]
>53823, d1[0.426] d2[0.272] g[4.804]
>53824, d1[0.244] d2[0.321] g[4.011]
>53825, d1[0.445] d2[0.272] g[3.994]
>53826, d1[0.459] d2[0.254] g[3.885]
>53827, d1[0.411] d2[0.362] g[1.629]
>53828, d1[0.156] d2[0.443] g[4.650]
>53829, d1[0.430] d2[0.263] g[4.214]
>53830, d1[0.435] d2[0.269] g[3.654]
>53831, d1[0.420] d2[0.322] g[2.680]
>53832, d1[0.281] d2[0.292] g[4.765]
>53833, d1[0.196] d2[0.376] g[5.150]
>53834, d1[0.177] d2[0.263] g[4.510]
>53835, d1[0.236] d2[0.240] g[5.411]
>53836, d1[0.366] d2[0.397] g[1.466]
>53837, d1[0.423] d2[0.341] g[3.563]
>53838, d1[0.205] d2[0.338] g[4.565]
>53839, d1[0.214] d2[0.284] g[4.946]
>53840, d1[0.426] d2[0.385] g[1.890]
>53841, d1[0.405] d2[0.314] g[4.793]
>53842, d1[0.382] d2[0.360] g[1.618]
>53843, d1[0.319] d2[0.461] g[4.902]
>53844, d1[0.459] d2[0.279] g[2.520]
>53845, d1[0.253] d2[0.468] g[4.690]
>53846, d1[0.248] d2[0.268] g[5.106]
>53847, d1[0.444] d2[0.339] g[1.992]
>53848, d1[0.407] d2[0.372] g[1.615]
>53849, d1[0.322] d2[0.322] g[5.765]
>53850, d1[0.389] d2[0.459] g[3.106]
>53851, d1[0.287] d2[0.332] g[4.877]
>53852, d1[0.461] d2[0.280] g[3.121]
>53853, d1[0.390] d2[0.296] g[3.939]
>53854, d1[0.326] d2[0.396] g[2.332]
>53855, d1[0.206] d2[0.312] g[4.398]
>53856, d1[0.355] d2[0.311] g[3.358]
>53857, d1[0.267] d2[0.513] g[2.558]
>53858, d1[0.394] d2[0.354] g[2.376]
>53859, d1[0.198] d2[0.299] g[5.134]
>53860, d1[0.304] d2[0.374] g[4.531]
>53861, d1[0.394] d2[0.332] g[4.228]
>53862, d1[0.160] d2[0.287] g[5.143]
>53863, d1[0.444] d2[0.276] g[4.094]
>53864, d1[0.334] d2[0.309] g[3.952]
>53865, d1[0.366] d2[0.418] g[3.576]
>53866, d1[0.316] d2[0.330] g[3.721]
>53867, d1[0.315] d2[0.400] g[4.948]
>53868, d1[0.174] d2[0.277] g[4.931]
>53869, d1[0.439] d2[0.323] g[2.509]
>53870, d1[0.298] d2[0.337] g[3.762]
>53871, d1[0.312] d2[0.341] g[4.321]
>53872, d1[0.298] d2[0.430] g[4.734]
>53873, d1[0.295] d2[0.362] g[4.566]
>53874, d1[0.361] d2[0.351] g[2.813]
>53875, d1[0.425] d2[0.267] g[4.624]
>53876, d1[0.233] d2[0.368] g[3.965]
>53877, d1[0.425] d2[0.272] g[3.748]
>53878, d1[0.302] d2[0.305] g[3.919]
>53879, d1[0.463] d2[0.263] g[3.625]
>53880, d1[0.179] d2[0.302] g[4.843]
>53881, d1[0.246] d2[0.367] g[4.887]
>53882, d1[0.250] d2[0.273] g[5.041]
>53883, d1[0.319] d2[0.313] g[5.844]
>53884, d1[0.380] d2[0.379] g[1.145]
>53885, d1[0.256] d2[0.309] g[4.326]
>53886, d1[0.199] d2[0.313] g[5.301]
>53887, d1[0.277] d2[0.365] g[5.837]
>53888, d1[0.310] d2[0.322] g[5.058]
>53889, d1[0.340] d2[0.374] g[4.832]
>53890, d1[0.357] d2[0.346] g[4.519]
>53891, d1[0.233] d2[0.314] g[4.861]
>53892, d1[0.381] d2[0.434] g[4.910]
>53893, d1[0.348] d2[0.335] g[4.729]
>53894, d1[0.276] d2[0.379] g[6.102]
>53895, d1[0.435] d2[0.260] g[3.717]
>53896, d1[0.241] d2[0.301] g[4.656]
>53897, d1[0.229] d2[0.551] g[3.982]
>53898, d1[0.280] d2[0.352] g[4.916]
>53899, d1[0.205] d2[0.233] g[5.904]
>53900, d1[0.581] d2[0.208] g[3.019]
>53901, d1[0.431] d2[0.309] g[4.090]
>53902, d1[0.362] d2[0.393] g[3.663]
>53903, d1[0.369] d2[0.308] g[3.729]
>53904, d1[0.349] d2[0.370] g[2.612]
>53905, d1[0.292] d2[0.336] g[4.493]
>53906, d1[0.317] d2[0.302] g[5.106]
>53907, d1[0.406] d2[0.308] g[4.015]
>53908, d1[0.213] d2[0.422] g[4.790]
>53909, d1[0.363] d2[0.304] g[4.087]
>53910, d1[0.301] d2[0.373] g[6.373]
>53911, d1[0.354] d2[0.361] g[4.683]
>53912, d1[0.283] d2[0.399] g[4.465]
>53913, d1[0.494] d2[0.252] g[2.739]
>53914, d1[0.279] d2[0.342] g[6.127]
>53915, d1[0.257] d2[0.224] g[4.818]
>53916, d1[0.349] d2[0.484] g[3.942]
>53917, d1[0.220] d2[0.499] g[4.251]
>53918, d1[0.234] d2[0.228] g[4.860]
>53919, d1[0.391] d2[0.359] g[1.166]
>53920, d1[0.399] d2[0.317] g[4.651]
>53921, d1[0.308] d2[0.370] g[5.221]
>53922, d1[0.305] d2[0.377] g[5.458]
>53923, d1[0.301] d2[0.301] g[4.340]
>53924, d1[0.306] d2[0.361] g[4.366]
>53925, d1[0.287] d2[0.446] g[4.357]
>53926, d1[0.233] d2[0.298] g[5.046]
>53927, d1[0.477] d2[0.244] g[3.482]
>53928, d1[0.370] d2[0.454] g[3.866]
>53929, d1[0.259] d2[0.362] g[5.177]
>53930, d1[0.405] d2[0.330] g[1.376]
>53931, d1[0.379] d2[0.267] g[4.258]
>53932, d1[0.401] d2[0.341] g[2.736]
>53933, d1[0.366] d2[0.356] g[3.576]
>53934, d1[0.265] d2[0.306] g[5.555]
>53935, d1[0.456] d2[0.273] g[3.746]
>53936, d1[0.234] d2[0.496] g[2.706]
>53937, d1[0.324] d2[0.440] g[2.161]
>53938, d1[0.218] d2[0.332] g[4.361]
>53939, d1[0.228] d2[0.335] g[5.530]
>53940, d1[0.397] d2[0.271] g[4.193]
>53941, d1[0.440] d2[0.293] g[4.001]
>53942, d1[0.291] d2[0.384] g[4.174]
>53943, d1[0.354] d2[0.338] g[3.879]
>53944, d1[0.364] d2[0.354] g[3.610]
>53945, d1[0.311] d2[0.318] g[4.905]
>53946, d1[0.225] d2[0.314] g[4.226]
>53947, d1[0.265] d2[0.351] g[4.548]
>53948, d1[0.400] d2[0.281] g[3.944]
>53949, d1[0.311] d2[0.339] g[4.265]
>53950, d1[0.250] d2[0.279] g[4.596]
>53951, d1[0.238] d2[0.377] g[4.781]
>53952, d1[0.330] d2[0.418] g[4.204]
>53953, d1[0.285] d2[0.339] g[4.470]
>53954, d1[0.480] d2[0.282] g[2.023]
>53955, d1[0.418] d2[0.289] g[4.400]
>53956, d1[0.356] d2[0.322] g[3.915]
>53957, d1[0.353] d2[0.319] g[3.808]
>53958, d1[0.170] d2[0.276] g[4.579]
>53959, d1[0.337] d2[0.343] g[3.475]
>53960, d1[0.190] d2[0.250] g[4.608]
>53961, d1[0.337] d2[0.411] g[3.729]
>53962, d1[0.208] d2[0.301] g[4.773]
>53963, d1[0.344] d2[0.324] g[3.245]
>53964, d1[0.432] d2[0.265] g[3.636]
>53965, d1[0.389] d2[0.373] g[3.739]
>53966, d1[0.283] d2[0.454] g[3.602]
>53967, d1[0.359] d2[0.355] g[3.259]
>53968, d1[0.271] d2[0.505] g[3.896]
>53969, d1[0.361] d2[0.360] g[4.626]
>53970, d1[0.380] d2[0.263] g[4.086]
>53971, d1[0.292] d2[0.253] g[5.352]
>53972, d1[0.186] d2[0.324] g[4.975]
>53973, d1[0.378] d2[0.351] g[4.301]
>53974, d1[0.278] d2[0.376] g[4.462]
>53975, d1[0.462] d2[0.246] g[3.946]
>53976, d1[0.360] d2[0.351] g[4.138]
>53977, d1[0.316] d2[0.383] g[4.958]
>53978, d1[0.322] d2[0.262] g[5.073]
>53979, d1[0.341] d2[0.343] g[4.703]
>53980, d1[0.419] d2[0.327] g[1.875]
>53981, d1[0.182] d2[0.427] g[4.629]
>53982, d1[0.278] d2[0.292] g[4.940]
>53983, d1[0.289] d2[0.316] g[4.432]
>53984, d1[0.233] d2[0.341] g[4.804]
>53985, d1[0.288] d2[0.267] g[4.761]
>53986, d1[0.351] d2[0.434] g[4.004]
>53987, d1[0.388] d2[0.364] g[1.148]
>53988, d1[0.431] d2[0.390] g[1.948]
>53989, d1[0.274] d2[0.353] g[5.529]
>53990, d1[0.366] d2[0.340] g[4.990]
>53991, d1[0.256] d2[0.392] g[4.511]
>53992, d1[0.350] d2[0.363] g[3.478]
>53993, d1[0.457] d2[0.286] g[2.639]
>53994, d1[0.425] d2[0.291] g[4.500]
>53995, d1[0.413] d2[0.323] g[1.650]
>53996, d1[0.309] d2[0.345] g[5.055]
>53997, d1[0.377] d2[0.318] g[4.458]
>53998, d1[0.386] d2[0.274] g[4.168]
>53999, d1[0.225] d2[0.314] g[4.468]
>54000, d1[0.220] d2[0.319] g[4.279]
>54001, d1[0.237] d2[0.308] g[4.324]
>54002, d1[0.332] d2[0.353] g[6.422]
>54003, d1[0.243] d2[0.381] g[4.531]
>54004, d1[0.477] d2[0.279] g[1.940]
>54005, d1[0.367] d2[0.276] g[5.638]
>54006, d1[0.480] d2[0.285] g[2.591]
>54007, d1[0.404] d2[0.259] g[4.552]
>54008, d1[0.363] d2[0.419] g[3.555]
>54009, d1[0.281] d2[0.295] g[4.512]
>54010, d1[0.294] d2[0.369] g[4.595]
>54011, d1[0.264] d2[0.306] g[4.095]
>54012, d1[0.185] d2[0.261] g[4.810]
>54013, d1[0.228] d2[0.338] g[4.761]
>54014, d1[0.336] d2[0.284] g[4.522]
>54015, d1[0.203] d2[0.350] g[5.739]
>54016, d1[0.365] d2[0.316] g[4.019]
>54017, d1[0.254] d2[0.566] g[4.263]
>54018, d1[0.476] d2[0.268] g[4.426]
>54019, d1[0.214] d2[0.334] g[5.045]
>54020, d1[0.390] d2[0.298] g[3.462]
>54021, d1[0.195] d2[0.389] g[5.018]
>54022, d1[0.469] d2[0.239] g[4.039]
>54023, d1[0.406] d2[0.255] g[4.677]
>54024, d1[0.426] d2[0.310] g[1.910]
>54025, d1[0.247] d2[0.255] g[5.691]
>54026, d1[0.293] d2[0.452] g[2.093]
>54027, d1[0.328] d2[0.333] g[3.318]
>54028, d1[0.360] d2[0.339] g[4.206]
>54029, d1[0.168] d2[0.400] g[4.660]
>54030, d1[0.198] d2[0.253] g[5.453]
>54031, d1[0.363] d2[0.318] g[4.766]
>54032, d1[0.249] d2[0.274] g[4.380]
>54033, d1[0.164] d2[0.304] g[4.404]
>54034, d1[0.315] d2[0.414] g[4.534]
>54035, d1[0.324] d2[0.276] g[5.360]
>54036, d1[0.340] d2[0.556] g[2.853]
>54037, d1[0.479] d2[0.294] g[4.084]
>54038, d1[0.381] d2[0.361] g[1.994]
>54039, d1[0.145] d2[0.259] g[5.031]
>54040, d1[0.255] d2[0.533] g[4.801]
>54041, d1[0.594] d2[0.220] g[2.448]
>54042, d1[0.343] d2[0.353] g[4.741]
>54043, d1[0.403] d2[0.311] g[3.950]
>54044, d1[0.368] d2[0.308] g[4.288]
>54045, d1[0.213] d2[0.444] g[4.915]
>54046, d1[0.341] d2[0.295] g[4.733]
>54047, d1[0.306] d2[0.393] g[3.275]
>54048, d1[0.235] d2[0.268] g[4.107]
>54049, d1[0.198] d2[0.323] g[4.745]
>54050, d1[0.505] d2[0.247] g[2.354]
>54051, d1[0.424] d2[0.250] g[4.132]
>54052, d1[0.394] d2[0.283] g[4.157]
>54053, d1[0.376] d2[0.329] g[4.427]
>54054, d1[0.376] d2[0.441] g[2.907]
>54055, d1[0.195] d2[0.296] g[4.270]
>54056, d1[0.309] d2[0.369] g[4.319]
>54057, d1[0.176] d2[0.275] g[4.257]
>54058, d1[0.292] d2[0.369] g[5.798]
>54059, d1[0.255] d2[0.322] g[3.910]
>54060, d1[0.297] d2[0.260] g[4.099]
>54061, d1[0.412] d2[0.676] g[3.113]
>54062, d1[0.389] d2[0.376] g[2.128]
>54063, d1[0.286] d2[0.462] g[5.002]
>54064, d1[0.246] d2[0.369] g[4.530]
>54065, d1[0.315] d2[0.281] g[4.638]
>54066, d1[0.240] d2[0.351] g[4.611]
>54067, d1[0.414] d2[0.262] g[4.762]
>54068, d1[0.331] d2[0.355] g[4.000]
>54069, d1[0.267] d2[0.473] g[4.466]
>54070, d1[0.291] d2[0.272] g[4.649]
>54071, d1[0.401] d2[0.338] g[3.033]
>54072, d1[0.262] d2[0.289] g[4.723]
>54073, d1[0.265] d2[0.430] g[4.553]
>54074, d1[0.435] d2[0.272] g[3.655]
>54075, d1[0.284] d2[0.273] g[4.458]
>54076, d1[0.534] d2[0.258] g[3.979]
>54077, d1[0.453] d2[0.292] g[2.794]
>54078, d1[0.219] d2[0.360] g[4.266]
>54079, d1[0.235] d2[0.712] g[4.192]
>54080, d1[0.186] d2[0.527] g[3.896]
>54081, d1[0.328] d2[0.288] g[4.943]
>54082, d1[0.422] d2[0.290] g[5.048]
>54083, d1[0.193] d2[0.252] g[4.971]
>54084, d1[0.420] d2[0.273] g[4.044]
>54085, d1[0.181] d2[0.253] g[4.802]
>54086, d1[0.435] d2[0.282] g[1.530]
>54087, d1[0.361] d2[0.371] g[4.401]
>54088, d1[0.419] d2[0.270] g[3.834]
>54089, d1[0.505] d2[0.254] g[3.099]
>54090, d1[0.201] d2[0.354] g[4.519]
>54091, d1[0.351] d2[0.315] g[3.955]
>54092, d1[0.300] d2[0.532] g[2.600]
>54093, d1[0.467] d2[0.288] g[1.989]
>54094, d1[0.240] d2[0.437] g[3.606]
>54095, d1[0.318] d2[0.357] g[2.785]
>54096, d1[0.364] d2[0.333] g[4.332]
>54097, d1[0.388] d2[0.370] g[1.613]
>54098, d1[0.458] d2[0.265] g[2.633]
>54099, d1[0.311] d2[0.684] g[2.710]
>54100, d1[0.417] d2[0.310] g[2.819]
>54101, d1[0.335] d2[0.388] g[3.954]
>54102, d1[0.270] d2[0.376] g[4.512]
>54103, d1[0.404] d2[0.266] g[3.799]
>54104, d1[0.272] d2[0.554] g[4.127]
>54105, d1[0.309] d2[0.292] g[3.881]
>54106, d1[0.263] d2[0.351] g[4.088]
>54107, d1[0.425] d2[0.308] g[1.799]
>54108, d1[0.331] d2[0.335] g[4.068]
>54109, d1[0.304] d2[0.396] g[3.417]
>54110, d1[0.230] d2[0.388] g[4.656]
>54111, d1[0.382] d2[0.351] g[1.278]
>54112, d1[0.429] d2[0.265] g[4.289]
>54113, d1[0.434] d2[0.302] g[2.327]
>54114, d1[0.369] d2[0.340] g[4.751]
>54115, d1[0.299] d2[0.299] g[4.022]
>54116, d1[0.398] d2[0.280] g[3.681]
>54117, d1[0.482] d2[0.271] g[2.555]
>54118, d1[0.270] d2[0.415] g[4.256]
>54119, d1[0.435] d2[0.302] g[2.885]
>54120, d1[0.223] d2[0.312] g[5.005]
>54121, d1[0.229] d2[0.327] g[4.083]
>54122, d1[0.387] d2[0.301] g[2.866]
>54123, d1[0.385] d2[0.298] g[4.108]
>54124, d1[0.211] d2[0.400] g[6.126]
>54125, d1[0.268] d2[0.319] g[4.588]
>54126, d1[0.392] d2[0.282] g[3.092]
>54127, d1[0.351] d2[0.389] g[4.181]
>54128, d1[0.300] d2[0.309] g[3.699]
>54129, d1[0.177] d2[0.401] g[5.037]
>54130, d1[0.353] d2[0.264] g[3.596]
>54131, d1[0.396] d2[0.306] g[4.245]
>54132, d1[0.437] d2[0.262] g[3.974]
>54133, d1[0.358] d2[0.394] g[1.334]
>54134, d1[0.295] d2[0.310] g[4.518]
>54135, d1[0.204] d2[0.507] g[4.550]
>54136, d1[0.198] d2[0.375] g[3.891]
>54137, d1[0.416] d2[0.295] g[3.097]
>54138, d1[0.361] d2[0.344] g[5.188]
>54139, d1[0.287] d2[0.373] g[4.585]
>54140, d1[0.444] d2[0.305] g[1.766]
>54141, d1[0.393] d2[0.323] g[1.975]
>54142, d1[0.238] d2[0.273] g[5.215]
